recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001250,000000000030000180,3000,Centrifugal Pump Casing 250KW ABB,CRITICAL,ON_DEMAND,0,93,0.000,13.900,0.000,9.100,0.000,18.600,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 13.9 and a maximum of 18.6.,APPROVED,2026-05-27
REC-001251,000000000010000799,4000,Mill Liner 200MM FLSM,NORMAL,SLOW,4,20,0.259,0.400,0.193,0.300,1.306,0.900,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 20-day lead time gives a reorder point of 0.4 against the current 0.259.,HELD,2026-07-23
REC-001252,000000000010000799,3000,Mill Liner 200MM FLSM,NORMAL,SLOW,3,20,0.599,0.600,0.415,0.400,1.446,1.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 20-day lead time gives a reorder point of 0.6 against the current 0.599.,APPROVED,2026-07-01
REC-001253,000000000010000800,4000,Agitator Shaft Seal 6/4 ABB,CRITICAL,SLOW,1,47,3.280,2.100,2.680,1.700,4.292,2.900,ROP_MAX_SAFETY_STOCK,Stock on hand 5 exceeds the current maximum 4.292. Consumption of 0.2 per month supports a maximum of 2.9.,PROPOSED,2026-06-22
REC-001254,000000000010000802,2000,Mill Liner 110KW METSO,NORMAL,REGULAR,12,37,32.117,26.200,7.080,5.800,77.053,76.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 29 is below the current reorder point 32.117. At the NORMAL service level of 85% and a 37-day lead time, the reorder point should be 26.2.",PROPOSED,2026-05-22
REC-001255,000000000010000803,2000,Valve Assembly DN100 MULTOTEC,INSURANCE,SLOW,2,140,6.160,4.200,3.348,2.300,9.727,5.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 140-day lead time gives a reorder point of 4.2 against the current 6.16.,PROPOSED,2026-06-21
REC-001256,000000000010000803,4000,Valve Assembly DN100 MULTOTEC,INSURANCE,SLOW,2,140,2.337,2.300,1.201,1.200,4.162,3.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 140-day lead time gives a reorder point of 2.3 against the current 2.337.,PROPOSED,2026-06-15
REC-001257,000000000010000805,1000,Skirt Rubber Liner Section 8/6,IMPACT,INTERMITTENT,6,16,0.749,1.400,0.540,1.000,3.051,3.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 16-day lead time gives a reorder point of 1.4 against the current 0.749.,REJECTED,2026-08-14
REC-001258,000000000010000805,4000,Skirt Rubber Liner Section 8/6,IMPACT,INTERMITTENT,3,16,1.048,1.800,0.858,1.500,5.473,3.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 16-day lead time gives a reorder point of 1.8 against the current 1.048.,REJECTED,2026-06-02
REC-001259,000000000010000806,4000,Vertical Sump Pump Column 250KW SEW,IMPACT,INTERMITTENT,7,9,3.949,2.300,2.982,1.700,8.072,8.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.9 per month over 24 months with a 9-day lead time gives a reorder point of 2.3 against the current 3.949.,PROPOSED,2026-06-06
REC-001260,000000000010000807,2000,Slurry Density Transmitter 200MM METSO,NORMAL,INTERMITTENT,5,10,1.179,0.900,0.889,0.700,3.734,2.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 10-day lead time gives a reorder point of 0.9 against the current 1.179.,PROPOSED,2026-05-11
REC-001261,000000000010000808,2000,Ball Mill Gearbox Assembly 150MM SANDVIK,CRITICAL,REGULAR,11,82,61.764,47.500,12.992,10.000,129.394,89.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 34 is below the current reorder point 61.764. At the CRITICAL service level of 98% and a 82-day lead time, the reorder point should be 47.5.",REJECTED,2026-06-07
REC-001262,000000000010000808,4000,Ball Mill Gearbox Assembly 150MM SANDVIK,CRITICAL,REGULAR,10,82,32.860,67.300,6.642,13.600,160.708,127.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 19.9 per month over 24 months with a 82-day lead time gives a reorder point of 67.3 against the current 32.86.,HELD,2026-07-04
REC-001263,000000000010000809,2000,Ball Mill Trunnion Bearing DN100 SANDVIK,CRITICAL,INTERMITTENT,6,146,14.243,17.000,8.385,10.000,16.691,21.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 14.243. At the CRITICAL service level of 98% and a 146-day lead time, the reorder point should be 17.",APPROVED,2026-05-13
REC-001264,000000000010000809,4000,Ball Mill Trunnion Bearing DN100 SANDVIK,CRITICAL,INTERMITTENT,7,146,15.992,23.900,8.231,12.300,40.433,31.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.4 per month over 24 months with a 146-day lead time gives a reorder point of 23.9 against the current 15.992.,APPROVED,2026-07-11
REC-001265,000000000080000186,3000,Spherical Roller Bearing 250MM KSB,NORMAL,INTERMITTENT,3,10,2.323,2.100,1.697,1.500,5.146,7.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 10-day lead time gives a reorder point of 2.1 against the current 2.323.,HELD,2026-07-15
REC-001266,000000000010000810,4000,Ball Mill Gearbox Assembly 110KW METSO,IMPACT,REGULAR,11,17,18.625,30.900,6.739,11.200,100.906,136.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 35.3 per month over 24 months with a 17-day lead time gives a reorder point of 30.9 against the current 18.625.,APPROVED,2026-05-14
REC-001267,000000000010000811,1000,PLC Digital Output Card HD FLSM,CRITICAL,INTERMITTENT,0,60,1.576,3.300,1.069,2.200,6.200,4.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.576. At the CRITICAL service level of 98% and a 60-day lead time, the reorder point should be 3.3.",PROPOSED,2026-07-02
REC-001268,000000000010000812,1000,Flotation Blower Motor DN150 FLSM,NORMAL,REGULAR,12,55,144.647,80.800,20.775,11.600,343.234,195.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 138 is below the current reorder point 144.647. At the NORMAL service level of 85% and a 55-day lead time, the reorder point should be 80.8.",APPROVED,2026-08-23
REC-001269,000000000030000184,2000,Conveyor Drive Motor TYPE A FLSM,IMPACT,ON_DEMAND,1,23,0.000,5.300,0.000,3.700,0.000,11.800,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 5.3 and a maximum of 11.8.,PROPOSED,2026-08-12
REC-001270,000000000010000813,1000,Crusher Main Shaft Bearing 8/6 METSO,INSURANCE,REGULAR,9,96,74.124,101.600,13.051,17.900,199.277,181.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 26.5 per month over 24 months with a 96-day lead time gives a reorder point of 101.6 against the current 74.124.,APPROVED,2026-08-14
REC-001271,000000000010000814,2000,Conveyor Idler Roller Set 10/8 KSB,NORMAL,INTERMITTENT,6,27,1.312,1.500,0.727,0.800,3.288,3.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 27-day lead time gives a reorder point of 1.5 against the current 1.312.,HELD,2026-06-06
REC-001272,000000000030000185,3000,Ball Mill Gearbox Assembly DN100 METSO,CRITICAL,ON_DEMAND,1,102,0.000,10.600,0.000,7.100,0.000,13.700,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 10.6 and a maximum of 13.7.,PROPOSED,2026-06-21
REC-001273,000000000010000815,2000,Spherical Roller Bearing 6/4 SKF,CRITICAL,REGULAR,10,129,47.364,100.200,8.329,17.600,279.857,158.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 19.5 per month over 24 months with a 129-day lead time gives a reorder point of 100.2 against the current 47.364.,PROPOSED,2026-07-25
REC-001274,000000000080000187,3000,Ventilation Fan Motor 150MM MULTOTEC,NORMAL,INTERMITTENT,6,37,1.797,2.300,0.946,1.200,4.454,4.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 37-day lead time gives a reorder point of 2.3 against the current 1.797.,PROPOSED,2026-07-07
REC-001275,000000000010000816,4000,Slurry Pump Wet End Assembly 200MM KSB,NORMAL,INTERMITTENT,4,9,1.930,1.100,1.411,0.800,3.234,4.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.93. At the NORMAL service level of 85% and a 9-day lead time, the reorder point should be 1.1.",APPROVED,2026-06-05
REC-001276,000000000010000817,4000,Spherical Roller Bearing 6/4 MULTOTEC,NORMAL,INTERMITTENT,6,42,8.966,5.100,4.726,2.700,17.809,10.300,ROP_MAX_SAFETY_STOCK,Stock on hand 18 exceeds the current maximum 17.809. Consumption of 1.8 per month supports a maximum of 10.3.,APPROVED,2026-07-27
REC-001277,000000000010000817,1000,Spherical Roller Bearing 6/4 MULTOTEC,NORMAL,INTERMITTENT,3,42,3.949,3.700,2.330,2.200,5.355,7.000,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.355. Consumption of 1.1 per month supports a maximum of 7.,HELD,2026-08-22
REC-001278,000000000080000188,4000,PLC Digital Output Card 55KW SEW,CRITICAL,INTERMITTENT,4,102,23.555,14.200,14.304,8.600,26.993,19.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 16 is below the current reorder point 23.555. At the CRITICAL service level of 98% and a 102-day lead time, the reorder point should be 14.2.",HELD,2026-08-27
REC-001279,000000000030000186,2000,Belt Scraper Blade Cartridge DN150 ABB,CRITICAL,ON_DEMAND,0,75,0.000,7.000,0.000,4.900,0.000,9.500,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 7 and a maximum of 9.5.,APPROVED,2026-05-12
REC-001280,000000000010000818,2000,Conveyor Idler Roller Set 150MM ABB,CRITICAL,INTERMITTENT,0,49,1.801,4.400,1.307,3.200,7.752,6.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.801. At the CRITICAL service level of 98% and a 49-day lead time, the reorder point should be 4.4.",APPROVED,2026-05-20
REC-001281,000000000010000819,3000,Mill Lube Pump Motor HD WEIR,IMPACT,INTERMITTENT,3,17,4.777,2.900,3.475,2.100,11.011,7.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 17-day lead time gives a reorder point of 2.9 against the current 4.777.,PROPOSED,2026-07-25
REC-001282,000000000010000820,1000,Flow Meter Sensor Head 110KW SKF,IMPACT,SLOW,4,42,1.704,1.300,1.176,0.900,1.814,2.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.704. At the IMPACT service level of 95% and a 42-day lead time, the reorder point should be 1.3.",HELD,2026-05-26
REC-001283,000000000010000820,4000,Flow Meter Sensor Head 110KW SKF,IMPACT,SLOW,4,42,1.942,1.300,1.341,0.900,2.717,2.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.942. At the IMPACT service level of 95% and a 42-day lead time, the reorder point should be 1.3.",HELD,2026-05-20
REC-001284,000000000010000821,2000,Crusher Hydroset Cylinder TYPE B SEW,NORMAL,REGULAR,12,45,24.081,20.000,5.090,4.200,69.194,52.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 10.7 per month over 24 months with a 45-day lead time gives a reorder point of 20 against the current 24.081.,APPROVED,2026-07-01
REC-001285,000000000010000821,3000,Crusher Hydroset Cylinder TYPE B SEW,NORMAL,REGULAR,8,45,36.279,65.600,5.351,9.700,130.141,179.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 37.8 per month over 24 months with a 45-day lead time gives a reorder point of 65.6 against the current 36.279.,PROPOSED,2026-05-31
REC-001286,000000000010000822,3000,Conveyor Take-Up Pulley DN100 FLSM,NORMAL,SLOW,1,42,0.236,0.400,0.177,0.300,0.538,0.700,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.538. Consumption of 0.1 per month supports a maximum of 0.7.,REJECTED,2026-05-20
REC-001287,000000000010000823,2000,Centrifugal Pump Casing TYPE B ABB,NORMAL,INTERMITTENT,5,38,5.385,5.000,2.860,2.700,10.461,10.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.9 per month over 24 months with a 38-day lead time gives a reorder point of 5 against the current 5.385.,PROPOSED,2026-08-21
REC-001288,000000000030000187,3000,Conveyor Idler Roller Set 10/8 SEW,CRITICAL,ON_DEMAND,1,67,0.000,8.000,0.000,5.300,0.000,11.600,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 8 and a maximum of 11.6.,PROPOSED,2026-08-17
REC-001289,000000000030000187,1000,Conveyor Idler Roller Set 10/8 SEW,CRITICAL,ON_DEMAND,2,67,0.000,6.800,0.000,4.600,0.000,9.800,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 6.8 and a maximum of 9.8.,REJECTED,2026-05-31
REC-001290,000000000080000189,1000,Centrifugal Pump Casing DN150 KSB,IMPACT,INTERMITTENT,4,15,0.922,1.900,0.725,1.500,6.107,4.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.922. At the IMPACT service level of 95% and a 15-day lead time, the reorder point should be 1.9.",REJECTED,2026-08-16
REC-001291,000000000080000189,2000,Centrifugal Pump Casing DN150 KSB,IMPACT,INTERMITTENT,5,15,2.189,2.300,1.707,1.800,8.896,5.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.189. At the IMPACT service level of 95% and a 15-day lead time, the reorder point should be 2.3.",PROPOSED,2026-08-28
REC-001292,000000000010000824,1000,Screen Exciter Bearing TYPE A MULTOTEC,CRITICAL,INTERMITTENT,5,97,16.467,13.100,10.279,8.200,19.962,17.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 16 is below the current reorder point 16.467. At the CRITICAL service level of 98% and a 97-day lead time, the reorder point should be 13.1.",APPROVED,2026-05-15
REC-001293,000000000010000824,4000,Screen Exciter Bearing TYPE A MULTOTEC,CRITICAL,INTERMITTENT,5,97,9.227,10.500,5.501,6.300,25.075,14.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 9.227. At the CRITICAL service level of 98% and a 97-day lead time, the reorder point should be 10.5.",REJECTED,2026-05-13
REC-001294,000000000010000826,4000,PLC Digital Output Card 150MM SANDVIK,INSURANCE,REGULAR,12,82,115.699,110.000,15.420,14.700,333.039,216.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 115.699. At the INSURANCE service level of 90% and a 82-day lead time, the reorder point should be 110.",APPROVED,2026-07-31
REC-001295,000000000010000826,1000,PLC Digital Output Card 150MM SANDVIK,INSURANCE,REGULAR,12,82,46.635,66.100,9.169,13.000,182.431,125.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 45 is below the current reorder point 46.635. At the INSURANCE service level of 90% and a 82-day lead time, the reorder point should be 66.1.",HELD,2026-05-13
REC-001296,000000000030000188,3000,Mill Liner 200MM WEIR,IMPACT,ON_DEMAND,1,14,0.000,0.900,0.000,0.700,0.000,2.400,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 0.9 and a maximum of 2.4.,HELD,2026-07-15
REC-001297,000000000010000827,2000,Mill Liner 110KW ABB,INSURANCE,INTERMITTENT,7,209,9.477,6.000,2.645,1.700,14.074,7.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 209-day lead time gives a reorder point of 6 against the current 9.477.,HELD,2026-06-15
REC-001298,000000000080000190,4000,Gearbox Bearing TYPE A ABB,NORMAL,INTERMITTENT,4,22,1.172,1.100,0.764,0.700,2.667,2.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 22-day lead time gives a reorder point of 1.1 against the current 1.172.,PROPOSED,2026-06-22
REC-001299,000000000010000828,3000,Ball Mill Gearbox Assembly 55KW MULTOTEC,INSURANCE,INTERMITTENT,7,163,11.078,13.200,3.793,4.500,30.888,18.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 163-day lead time gives a reorder point of 13.2 against the current 11.078.,REJECTED,2026-08-09
REC-001300,000000000010000829,1000,Soft Starter Power Module HD SKF,NORMAL,INTERMITTENT,6,59,6.970,6.500,3.154,2.900,19.951,12.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 59-day lead time gives a reorder point of 6.5 against the current 6.97.,APPROVED,2026-07-13
REC-001301,000000000010000830,2000,Conveyor Idler Roller Set 10/8 SKF,CRITICAL,INTERMITTENT,0,135,9.120,6.000,5.471,3.600,9.120,7.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.12. At the CRITICAL service level of 98% and a 135-day lead time, the reorder point should be 6.",APPROVED,2026-06-11
REC-001302,000000000080000191,4000,Spherical Roller Bearing 6/4 METSO,CRITICAL,INTERMITTENT,6,150,9.526,9.600,5.449,5.500,19.428,12.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 150-day lead time gives a reorder point of 9.6 against the current 9.526.,APPROVED,2026-06-01
REC-001303,000000000010000831,3000,Ball Mill Trunnion Bearing 110KW SEW,IMPACT,SLOW,3,48,1.183,2.400,0.855,1.700,6.029,3.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 48-day lead time gives a reorder point of 2.4 against the current 1.183.,HELD,2026-06-03
REC-001304,000000000010000831,1000,Ball Mill Trunnion Bearing 110KW SEW,IMPACT,SLOW,1,48,0.658,1.100,0.493,0.800,1.544,1.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 48-day lead time gives a reorder point of 1.1 against the current 0.658.,PROPOSED,2026-09-01
REC-001305,000000000010000832,3000,Cyclone Apex Liner 110KW METSO,NORMAL,SLOW,2,20,0.194,0.400,0.150,0.300,1.126,0.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.194. At the NORMAL service level of 85% and a 20-day lead time, the reorder point should be 0.4.",PROPOSED,2026-07-25
REC-001306,000000000010000832,4000,Cyclone Apex Liner 110KW METSO,NORMAL,SLOW,1,20,0.521,0.800,0.404,0.600,2.263,1.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 20-day lead time gives a reorder point of 0.8 against the current 0.521.,APPROVED,2026-05-20
REC-001307,000000000090000047,1000,Agitator Shaft Seal DN150 KSB,OBSOLETE,NO_DEMAND,0,14,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-07-15
REC-001308,000000000010000833,3000,Gearbox Bearing HD KSB,CRITICAL,REGULAR,12,134,148.712,195.500,30.654,40.300,398.040,301.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 120 is below the current reorder point 148.712. At the CRITICAL service level of 98% and a 134-day lead time, the reorder point should be 195.5.",APPROVED,2026-07-15
REC-001309,000000000010000834,4000,Slurry Density Transmitter 55KW WEIR,IMPACT,INTERMITTENT,3,27,2.711,5.900,2.023,4.400,13.451,10.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 2.711. At the IMPACT service level of 95% and a 27-day lead time, the reorder point should be 5.9.",PROPOSED,2026-07-13
REC-001310,000000000090000048,1000,Crusher Hydroset Cylinder 150MM SEW,OBSOLETE,NO_DEMAND,0,20,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-06-02
REC-001311,000000000010000835,2000,Screen Exciter Bearing DN100 SEW,CRITICAL,INTERMITTENT,0,102,4.855,4.300,3.283,2.900,8.000,5.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.855. At the CRITICAL service level of 98% and a 102-day lead time, the reorder point should be 4.3.",APPROVED,2026-08-03
